Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,,,,,
2011,8,201108,Paraburdoo,Perth,Paraburdoo - Perth,629,881.7344689,,,,,,,,
2011,8,201108,Perth,Newman,Perth - Newman,568,796.2244489,,,,,,,,
2011,8,201108,Perth,Port Hedland,Perth - Port Hedland,527,738.750501,,,,,,,,
2011,8,201108,Perth,Sydney,Perth - Sydney,173,242.512024,,,,,,,,
2011,8,201108,Port Macquarie,Sydney,Port Macquarie - Sydney,209,292.9769539,,,,,,,,
2011,8,201108,Sydney,Tamworth,Sydney - Tamworth,228,319.6112224,,,,,,,,
2011,8,201108,Sydney,Townsville,Sydney - Townsville,278,389.7014028,,,,,,,,
2011,8,201108,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.3,352.2732465,,,,,,,,
2011,8,201108,Newcastle,Gold Coast,Newcastle - Gold Coast,238,333.6292585,,,,,,,,
2011,9,201109,Adelaide,Alice Springs,Adelaide - Alice Springs,499,699.5,,,,,,,,
2011,9,201109,Adelaide,Brisbane,Adelaide - Brisbane,448,628.008016,,,,,,,,
2011,9,201109,Adelaide,Canberra,Adelaide - Canberra,408,571.9358717,,,,,,,,
2011,9,201109,Adelaide,Darwin,Adelaide - Darwin,764,1070.977956,,,,,,,,
2011,9,201109,Adelaide,Gold Coast,Adelaide - Gold Coast,498,698.0981964,,,,,,,,
2011,9,201109,Adelaide,Melbourne,Adelaide - Melbourne,268,375.6833667,,,,,,,,
2011,9,201109,Adelaide,Perth,Adelaide - Perth,494,692.490982,,,,,,,,
2011,9,201109,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,316.8777054,,,,,,,,
2011,9,201109,Adelaide,Sydney,Adelaide - Sydney,272,381.2905812,,,,,,,,
2011,9,201109,Albury,Sydney,Albury - Sydney,217.6,305.0324649,,,,,,,,
2011,9,201109,Alice Springs,Darwin,Alice Springs - Darwin,588,824.260521,,,,,,,,
2011,9,201109,Alice Springs,Melbourne,Alice Springs - Melbourne,748,1048.549098,,,,,,,,
2011,9,201109,Alice Springs,Sydney,Alice Springs - Sydney,808,1132.657315,,,,,,,,
2011,9,201109,Armidale,Sydney,Armidale - Sydney,353,494.8366733,,,,,,,,
2011,9,201109,Avalon,Brisbane,Avalon - Brisbane,284,398.1122244,,,,,,,,
2011,9,201109,Avalon,Sydney,Avalon - Sydney,148,207.4669339,,,,,,,,
2011,9,201109,Ayers Rock,Sydney,Ayers Rock - Sydney,518,726.1342685,,,,,,,,
2011,9,201109,Ballina,Sydney,Ballina - Sydney,228,319.6112224,,,,,,,,
2011,9,201109,Brisbane,Cairns,Brisbane - Cairns,274,384.0941884,,,,,,,,
2011,9,201109,Brisbane,Canberra,Brisbane - Canberra,218,305.5931864,,,,,,,,
2011,9,201109,Brisbane,Darwin,Brisbane - Darwin,398,557.9178357,,,,,,,,
2011,9,201109,Brisbane,Emerald,Brisbane - Emerald,400,560.7214429,,,,,,,,
2011,9,201109,Brisbane,Gladstone,Brisbane - Gladstone,198,277.5571142,,,,,,,,
2011,9,201109,Brisbane,Hamilton Island,Brisbane - Hamilton Island,358,501.8456914,,,,,,,,
2011,9,201109,Brisbane,Mackay,Brisbane - Mackay,188,263.5390782,,,,,,,,
2011,9,201109,Brisbane,Melbourne,Brisbane - Melbourne,179.9,252.1844689,,,,,,,,
2011,9,201109,Brisbane,Mount Isa,Brisbane - Mount Isa,729,1021.91483,,,,,,,,
2011,9,201109,Brisbane,Perth,Brisbane - Perth,394,552.3106212,,,,,,,,
2011,9,201109,Brisbane,Proserpine,Brisbane - Proserpine,258,361.6653307,,,,,,,,
2011,9,201109,Brisbane,Rockhampton,Brisbane - Rockhampton,178,249.5210421,,,,,,,,
2011,9,201109,Brisbane,Sydney,Brisbane - Sydney,190,266.3426854,,,,,,,,
2011,9,201109,Brisbane,Townsville,Brisbane - Townsville,264,370.0761523,,,,,,,,
2011,9,201109,Brisbane,Newcastle,Brisbane - Newcastle,168,235.503006,,,,,,,,
2011,9,201109,Broome,Perth,Broome - Perth,598,838.2785571,,,,,,,,
2011,9,201109,Bundaberg,Brisbane,Bundaberg - Brisbane,370,518.6673347,,,,,,,,
2011,9,201109,Cairns,Melbourne,Cairns - Melbourne,624,874.7254509,,,,,,,,
2011,9,201109,Cairns,Sydney,Cairns - Sydney,444,622.4008016,,,,,,,,
2011,9,201109,Cairns,Townsville,Cairns - Townsville,190,266.3426854,,,,,,,,
2011,9,201109,Canberra,Melbourne,Canberra - Melbourne,210,294.3787575,,,,,,,,
2011,9,201109,Canberra,Sydney,Canberra - Sydney,198,277.5571142,,,,,,,,
2011,9,201109,Coffs Harbour,Sydney,Coffs Harbour - Sydney,193,270.5480962,,,,,,,,
2011,9,201109,Darwin,Melbourne,Darwin - Melbourne,613,859.3056112,,,,,,,,
2011,9,201109,Darwin,Perth,Darwin - Perth,396,555.1142285,,,,,,,,
2011,9,201109,Darwin,Sydney,Darwin - Sydney,634,888.743487,,,,,,,,
2011,9,201109,Devonport,Melbourne,Devonport - Melbourne,397,556.5160321,,,,,,,,
2011,9,201109,Dubbo,Sydney,Dubbo - Sydney,298.8,418.8589178,,,,,,,,
2011,9,201109,Geraldton,Perth,Geraldton - Perth,351.18,492.2853908,,,,,,,,
2011,9,201109,Gold Coast,Sydney,Gold Coast - Sydney,163,228.493988,,,,,,,,
2011,9,201109,Hamilton Island,Sydney,Hamilton Island - Sydney,527,738.750501,,,,,,,,
2011,9,201109,Hobart,Melbourne,Hobart - Melbourne,178,249.5210421,,,,,,,,
2011,9,201109,Hobart,Sydney,Hobart - Sydney,258,361.6653307,,,,,,,,
2011,9,201109,Kalgoorlie,Perth,Kalgoorlie - Perth,457.15,640.834519,,,,,,,,
2011,9,201109,Karratha,Perth,Karratha - Perth,500,700.9018036,,,,,,,,
2011,9,201109,Launceston,Melbourne,Launceston - Melbourne,158,221.4849699,,,,,,,,
2011,9,201109,Launceston,Sydney,Launceston - Sydney,228,319.6112224,,,,,,,,
2011,9,201109,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,459,643.4278557,,,,,,,,
2011,9,201109,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,361.6653307,,,,,,,,
2011,9,201109,Melbourne,Gold Coast,Melbourne - Gold Coast,159.95,224.218487,,,,,,,,
2011,9,201109,Melbourne,Mildura,Melbourne - Mildura,198,277.5571142,,,,,,,,
2011,9,201109,Melbourne,Perth,Melbourne - Perth,513,719.1252505,,,,,,,,
2011,9,201109,Melbourne,Sydney,Melbourne - Sydney,99.9,140.0401804,,,,,,,,
2011,9,201109,Melbourne,Newcastle,Melbourne - Newcastle,188,263.5390782,,,,,,,,
2011,9,201109,Paraburdoo,Perth,Paraburdoo - Perth,669,937.8066132,,,,,,,,
2011,9,201109,Perth,Newman,Perth - Newman,634,888.743487,,,,,,,,
2011,9,201109,Perth,Port Hedland,Perth - Port Hedland,549,769.5901804,,,,,,,,
2011,9,201109,Perth,Sydney,Perth - Sydney,562,787.8136273,,,,,,,,
2011,9,201109,Port Macquarie,Sydney,Port Macquarie - Sydney,180,252.3246493,,,,,,,,
2011,9,201109,Sydney,Tamworth,Sydney - Tamworth,279,391.1032064,,,,,,,,
2011,9,201109,Sydney,Townsville,Sydney - Townsville,364,510.256513,,,,,,,,
2011,9,201109,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,352.2872645,,,,,,,,
2011,9,201109,Newcastle,Gold Coast,Newcastle - Gold Coast,318,445.7735471,,,,,,,,
2011,10,201110,Adelaide,Alice Springs,Adelaide - Alice Springs,499,699.5,,,,,,,,
2011,10,201110,Adelaide,Brisbane,Adelaide - Brisbane,334,468.2024048,,,,,,,,
2011,10,201110,Adelaide,Canberra,Adelaide - Canberra,338,473.8096192,,,,,,,,
2011,10,201110,Adelaide,Darwin,Adelaide - Darwin,454,636.4188377,,,,,,,,
2011,10,201110,Adelaide,Gold Coast,Adelaide - Gold Coast,404,566.3286573,,,,,,,,
2011,10,201110,Adelaide,Melbourne,Adelaide - Melbourne,238,333.6292585,,,,,,,,
2011,10,201110,Adelaide,Perth,Adelaide - Perth,444,622.4008016,,,,,,,,
2011,10,201110,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,316.8777054,,,,,,,,
2011,10,201110,Adelaide,Sydney,Adelaide - Sydney,264,370.0761523,,,,,,,,
2011,10,201110,Albury,Sydney,Albury - Sydney,217.6,305.0324649,,,,,,,,
2011,10,201110,Alice Springs,Darwin,Alice Springs - Darwin,588,824.260521,,,,,,,,
2011,10,201110,Alice Springs,Melbourne,Alice Springs - Melbourne,598,838.2785571,,,,,,,,
2011,10,201110,Alice Springs,Sydney,Alice Springs - Sydney,648,908.3687375,,,,,,,,
2011,10,201110,Armidale,Sydney,Armidale - Sydney,300,420.5410822,,,,,,,,
2011,10,201110,Avalon,Brisbane,Avalon - Brisbane,344,482.2204409,,,,,,,,
2011,10,201110,Avalon,Sydney,Avalon - Sydney,138,193.4488978,,,,,,,,
2011,10,201110,Ayers Rock,Sydney,Ayers Rock - Sydney,396,555.1142285,,,,,,,,
2011,10,201110,Ballina,Sydney,Ballina - Sydney,224,314.004008,,,,,,,,
2011,10,201110,Brisbane,Cairns,Brisbane - Cairns,254,356.0581162,,,,,,,,
2011,10,201110,Brisbane,Canberra,Brisbane - Canberra,228,319.6112224,,,,,,,,
2011,10,201110,Brisbane,Darwin,Brisbane - Darwin,396,555.1142285,,,,,,,,
2011,10,201110,Brisbane,Emerald,Brisbane - Emerald,420,588.757515,,,,,,,,
2011,10,201110,Brisbane,Gladstone,Brisbane - Gladstone,138,193.4488978,,,,,,,,
2011,10,201110,Brisbane,Hamilton Island,Brisbane - Hamilton Island,328,459.7915832,,,,,,,,
2011,10,201110,Brisbane,Mackay,Brisbane - Mackay,198,277.5571142,,,,,,,,
2011,10,201110,Brisbane,Melbourne,Brisbane - Melbourne,139.9,196.1123246,,,,,,,,
2011,10,201110,Brisbane,Mount Isa,Brisbane - Mount Isa,699,979.8607214,,,,,,,,
2011,10,201110,Brisbane,Perth,Brisbane - Perth,374,524.2745491,,,,,,,,
2011,10,201110,Brisbane,Proserpine,Brisbane - Proserpine,268,375.6833667,,,,,,,,
2011,10,201110,Brisbane,Rockhampton,Brisbane - Rockhampton,184,257.9318637,,,,,,,,
2011,10,201110,Brisbane,Sydney,Brisbane - Sydney,190,266.3426854,,,,,,,,
2011,10,201110,Brisbane,Townsville,Brisbane - Townsville,258,361.6653307,,,,,,,,
2011,10,201110,Brisbane,Newcastle,Brisbane - Newcastle,168,235.503006,,,,,,,,
2011,10,201110,Broome,Perth,Broome - Perth,530,742.9559118,,,,,,,,
2011,10,201110,Bundaberg,Brisbane,Bundaberg - Brisbane,209,292.9769539,,,,,,,,
2011,10,201110,Cairns,Melbourne,Cairns - Melbourne,554,776.5991984,,,,,,,,
2011,10,201110,Cairns,Sydney,Cairns - Sydney,348,487.8276553,,,,,,,,
2011,10,201110,Cairns,Townsville,Cairns - Townsville,190,266.3426854,,,,,,,,
2011,10,201110,Canberra,Melbourne,Canberra - Melbourne,228,319.6112224,,,,,,,,
2011,10,201110,Canberra,Sydney,Canberra - Sydney,198,277.5571142,,,,,,,,
2011,10,201110,Coffs Harbour,Sydney,Coffs Harbour - Sydney,258,361.6653307,,,,,,,,
2011,10,201110,Darwin,Melbourne,Darwin - Melbourne,367,514.4619238,,,,,,,,
2011,10,201110,Darwin,Perth,Darwin - Perth,396,555.1142285,,,,,,,,
2011,10,201110,Darwin,Sydney,Darwin - Sydney,464,650.4368737,,,,,,,,
2011,10,201110,Devonport,Melbourne,Devonport - Melbourne,293,410.7284569,,,,,,,,
2011,10,201110,Dubbo,Sydney,Dubbo - Sydney,298.8,418.8589178,,,,,,,,
2011,10,201110,Geraldton,Perth,Geraldton - Perth,281.33,394.3694088,,,,,,,,
2011,10,201110,Gold Coast,Sydney,Gold Coast - Sydney,163,228.493988,,,,,,,,
2011,10,201110,Hamilton Island,Sydney,Hamilton Island - Sydney,384,538.2925852,,,,,,,,
2011,10,201110,Hobart,Melbourne,Hobart - Melbourne,178,249.5210421,,,,,,,,
2011,10,201110,Hobart,Sydney,Hobart - Sydney,258,361.6653307,,,,,,,,
2011,10,201110,Kalgoorlie,Perth,Kalgoorlie - Perth,343.85,482.0101703,,,,,,,,
2011,10,201110,Karratha,Perth,Karratha - Perth,548,768.1883768,,,,,,,,
2011,10,201110,Launceston,Melbourne,Launceston - Melbourne,158,221.4849699,,,,,,,,
2011,10,201110,Launceston,Sydney,Launceston - Sydney,248,347.6472946,,,,,,,,
2011,10,201110,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,468,656.0440882,,,,,,,,
2011,10,201110,Sunshine Coast,Sydney,Sunshine Coast - Sydney,248,347.6472946,,,,,,,,
2011,10,201110,Melbourne,Gold Coast,Melbourne - Gold Coast,139.95,196.1824148,,,,,,,,
2011,10,201110,Melbourne,Mildura,Melbourne - Mildura,198,277.5571142,,,,,,,,
2011,10,201110,Melbourne,Perth,Melbourne - Perth,309.9,434.4189379,,,,,,,,
2011,10,201110,Melbourne,Sydney,Melbourne - Sydney,99.9,140.0401804,,,,,,,,
2011,10,201110,Melbourne,Newcastle,Melbourne - Newcastle,178,249.5210421,,,,,,,,
2011,10,201110,Paraburdoo,Perth,Paraburdoo - Perth,669,937.8066132,,,,,,,,
2011,10,201110,Perth,Newman,Perth - Newman,648,908.3687375,,,,,,,,
2011,10,201110,Perth,Port Hedland,Perth - Port Hedland,549,769.5901804,,,,,,,,
2011,10,201110,Perth,Sydney,Perth - Sydney,417,584.5521042,,,,,,,,
2011,10,201110,Port Macquarie,Sydney,Port Macquarie - Sydney,209,292.9769539,,,,,,,,
2011,10,201110,Sydney,Tamworth,Sydney - Tamworth,228,319.6112224,,,,,,,,
2011,10,201110,Sydney,Townsville,Sydney - Townsville,254,356.0581162,,,,,,,,
2011,10,201110,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251.31,352.2872645,,,,,,,,
2011,10,201110,Newcastle,Gold Coast,Newcastle - Gold Coast,398,557.9178357,,,,,,,,
2011,11,201111,Adelaide,Alice Springs,Adelaide - Alice Springs,378,529.8817635,,,,,,,,
2011,11,201111,Adelaide,Brisbane,Adelaide - Brisbane,338,473.8096192,,,,,,,,
2011,11,201111,Adelaide,Canberra,Adelaide - Canberra,298,417.7374749,,,,,,,,
2011,11,201111,Adelaide,Darwin,Adelaide - Darwin,384,538.2925852,,,,,,,,
2011,11,201111,Adelaide,Gold Coast,Adelaide - Gold Coast,364,510.256513,,,,,,,,
2011,11,201111,Adelaide,Melbourne,Adelaide - Melbourne,228,319.6112224,,,,,,,,
2011,11,201111,Adelaide,Perth,Adelaide - Perth,407,570.5340681,,,,,,,,
2011,11,201111,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,316.8777054,,,,,,,,
2011,11,201111,Adelaide,Sydney,Adelaide - Sydney,267,374.2815631,,,,,,,,
2011,11,201111,Albury,Sydney,Albury - Sydney,184,257.9318637,,,,,,,,
2011,11,201111,Alice Springs,Darwin,Alice Springs - Darwin,588,824.260521,,,,,,,,
2011,11,201111,Alice Springs,Melbourne,Alice Springs - Melbourne,568,796.2244489,,,,,,,,
2011,11,201111,Alice Springs,Sydney,Alice Springs - Sydney,543,761.1793587,,,,,,,,
2011,11,201111,Armidale,Sydney,Armidale - Sydney,284,398.1122244,,,,,,,,
2011,11,201111,Avalon,Brisbane,Avalon - Brisbane,224,314.004008,,,,,,,,
2011,11,201111,Avalon,Sydney,Avalon - Sydney,148,207.4669339,,,,,,,,
2011,11,201111,Ayers Rock,Sydney,Ayers Rock - Sydney,458,642.0260521,,,,,,,,
2011,11,201111,Ballina,Sydney,Ballina - Sydney,208,291.5751503,,,,,,,,
2011,11,201111,Brisbane,Cairns,Brisbane - Cairns,217,304.1913828,,,,,,,,
2011,11,201111,Brisbane,Canberra,Brisbane - Canberra,228,319.6112224,,,,,,,,
2011,11,201111,Brisbane,Darwin,Brisbane - Darwin,396,555.1142285,,,,,,,,
2011,11,201111,Brisbane,Emerald,Brisbane - Emerald,467,654.6422846,,,,,,,,
2011,11,201111,Brisbane,Gladstone,Brisbane - Gladstone,198,277.5571142,,,,,,,,
2011,11,201111,Brisbane,Hamilton Island,Brisbane - Hamilton Island,228,319.6112224,,,,,,,,
2011,11,201111,Brisbane,Mackay,Brisbane - Mackay,208,291.5751503,,,,,,,,
2011,11,201111,Brisbane,Melbourne,Brisbane - Melbourne,179.9,252.1844689,,,,,,,,
2011,11,201111,Brisbane,Mount Isa,Brisbane - Mount Isa,699,979.8607214,,,,,,,,
2011,11,201111,Brisbane,Perth,Brisbane - Perth,394,552.3106212,,,,,,,,
2011,11,201111,Brisbane,Proserpine,Brisbane - Proserpine,238,333.6292585,,,,,,,,
2011,11,201111,Brisbane,Rockhampton,Brisbane - Rockhampton,184,257.9318637,,,,,,,,
2011,11,201111,Brisbane,Sydney,Brisbane - Sydney,174,243.9138277,,,,,,,,
2011,11,201111,Brisbane,Townsville,Brisbane - Townsville,288,403.7194389,,,,,,,,
2011,11,201111,Brisbane,Newcastle,Brisbane - Newcastle,168,235.503006,,,,,,,,
2011,11,201111,Broome,Perth,Broome - Perth,478,670.0621242,,,,,,,,
2011,11,201111,Bundaberg,Brisbane,Bundaberg - Brisbane,319,447.1753507,,,,,,,,
2011,11,201111,Cairns,Melbourne,Cairns - Melbourne,497,696.6963928,,,,,,,,
2011,11,201111,Cairns,Sydney,Cairns - Sydney,348,487.8276553,,,,,,,,
2011,11,201111,Cairns,Townsville,Cairns - Townsville,164,229.8957916,,,,,,,,
2011,11,201111,Canberra,Melbourne,Canberra - Melbourne,213,298.5841683,,,,,,,,
2011,11,201111,Canberra,Sydney,Canberra - Sydney,194,271.9498998,,,,,,,,
2011,11,201111,Coffs Harbour,Sydney,Coffs Harbour - Sydney,157,220.0831663,,,,,,,,
2011,11,201111,Darwin,Melbourne,Darwin - Melbourne,383,536.8907816,,,,,,,,
2011,11,201111,Darwin,Perth,Darwin - Perth,356,499.0420842,,,,,,,,
2011,11,201111,Darwin,Sydney,Darwin - Sydney,454,636.4188377,,,,,,,,
2011,11,201111,Devonport,Melbourne,Devonport - Melbourne,344,482.2204409,,,,,,,,
2011,11,201111,Dubbo,Sydney,Dubbo - Sydney,295,413.5320641,,,,,,,,
2011,11,201111,Geraldton,Perth,Geraldton - Perth,355.39,498.186984,,,,,,,,
2011,11,201111,Gold Coast,Sydney,Gold Coast - Sydney,163,228.493988,,,,,,,,
2011,11,201111,Hamilton Island,Sydney,Hamilton Island - Sydney,360,504.6492986,,,,,,,,
2011,11,201111,Hobart,Melbourne,Hobart - Melbourne,208,291.5751503,,,,,,,,
2011,11,201111,Hobart,Sydney,Hobart - Sydney,268,375.6833667,,,,,,,,
2011,11,201111,Kalgoorlie,Perth,Kalgoorlie - Perth,296.55,415.7048597,,,,,,,,
2011,11,201111,Karratha,Perth,Karratha - Perth,458,642.0260521,,,,,,,,
2011,11,201111,Launceston,Melbourne,Launceston - Melbourne,144,201.8597194,,,,,,,,
2011,11,201111,Launceston,Sydney,Launceston - Sydney,238,333.6292585,,,,,,,,
2011,11,201111,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,374,524.2745491,,,,,,,,
2011,11,201111,Sunshine Coast,Sydney,Sunshine Coast - Sydney,208,291.5751503,,,,,,,,
2011,11,201111,Melbourne,Gold Coast,Melbourne - Gold Coast,179.9,252.1844689,,,,,,,,
2011,11,201111,Melbourne,Mildura,Melbourne - Mildura,184,257.9318637,,,,,,,,
2011,11,201111,Melbourne,Perth,Melbourne - Perth,309.9,434.4189379,,,,,,,,
2011,11,201111,Melbourne,Sydney,Melbourne - Sydney,99.9,140.0401804,,,,,,,,
2011,11,201111,Melbourne,Newcastle,Melbourne - Newcastle,180,252.3246493,,,,,,,,
2011,11,201111,Paraburdoo,Perth,Paraburdoo - Perth,669,937.8066132,,,,,,,,
2011,11,201111,Perth,Newman,Perth - Newman,648,908.3687375,,,,,,,,
2011,11,201111,Perth,Port Hedland,Perth - Port Hedland,549,769.5901804,,,,,,,,
2011,11,201111,Perth,Sydney,Perth - Sydney,356,499.0420842,,,,,,,,
2011,11,201111,Port Macquarie,Sydney,Port Macquarie - Sydney,165,231.2975952,,,,,,,,
2011,11,201111,Sydney,Tamworth,Sydney - Tamworth,198,277.5571142,,,,,,,,
2011,11,201111,Sydney,Townsville,Sydney - Townsville,283,396.7104208,,,,,,,,
2011,11,201111,Sydney,Wagga Wagga,Sydney - Wagga Wagga,249,349.0490982,,,,,,,,
2011,11,201111,Newcastle,Gold Coast,Newcastle - Gold Coast,238,333.6292585,,,,,,,,
2011,12,201112,Adelaide,Alice Springs,Adelaide - Alice Springs,499,699.5,,,,,,,,
2011,12,201112,Adelaide,Brisbane,Adelaide - Brisbane,404,566.3286573,,,,,,,,
2011,12,201112,Adelaide,Canberra,Adelaide - Canberra,470,658.8476954,,,,,,,,
2011,12,201112,Adelaide,Darwin,Adelaide - Darwin,478,670.0621242,,,,,,,,
2011,12,201112,Adelaide,Gold Coast,Adelaide - Gold Coast,628,880.3326653,,,,,,,,
2011,12,201112,Adelaide,Melbourne,Adelaide - Melbourne,268,375.6833667,,,,,,,,
2011,12,201112,Adelaide,Perth,Adelaide - Perth,598,838.2785571,,,,,,,,
2011,12,201112,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226.05,316.8777054,,,,,,,,
2011,12,201112,Adelaide,Sydney,Adelaide - Sydney,298,417.7374749,,,,,,,,
2011,12,201112,Albury,Sydney,Albury - Sydney,217.6,305.0324649,,,,,,,,
2011,12,201112,Alice Springs,Darwin,Alice Springs - Darwin,558,782.2064128,,,,,,,,
2011,12,201112,Alice Springs,Melbourne,Alice Springs - Melbourne,768,1076.58517,,,,,,,,
2011,12,201112,Alice Springs,Sydney,Alice Springs - Sydney,913,1279.846693,,,,,,,,
2011,12,201112,Armidale,Sydney,Armidale - Sydney,284,398.1122244,,,,,,,,
2011,12,201112,Avalon,Brisbane,Avalon - Brisbane,348,487.8276553,,,,,,,,
2011,12,201112,Avalon,Sydney,Avalon - Sydney,248,347.6472946,,,,,,,,
2011,12,201112,Ayers Rock,Sydney,Ayers Rock - Sydney,597,836.8767535,,,,,,,,
2011,12,201112,Ballina,Sydney,Ballina - Sydney,198,277.5571142,,,,,,,,
2011,12,201112,Brisbane,Cairns,Brisbane - Cairns,288,403.7194389,,,,,,,,
2011,12,201112,Brisbane,Canberra,Brisbane - Canberra,228,319.6112224,,,,,,,,
2011,12,201112,Brisbane,Darwin,Brisbane - Darwin,443,620.998998,,,,,,,,
2011,12,201112,Brisbane,Emerald,Brisbane - Emerald,355,497.6402806,,,,,,,,
2011,12,201112,Brisbane,Gladstone,Brisbane - Gladstone,198,277.5571142,,,,,,,,
2011,12,201112,Brisbane,Hamilton Island,Brisbane - Hamilton Island,378,529.8817635,,,,,,,,
2011,12,201112,Brisbane,Mackay,Brisbane - Mackay,168,235.503006,,,,,,,,
2011,12,201112,Brisbane,Melbourne,Brisbane - Melbourne,159.9,224.1483968,,,,,,,,
2011,12,201112,Brisbane,Mount Isa,Brisbane - Mount Isa,849,1190.131263,,,,,,,,
2011,12,201112,Brisbane,Perth,Brisbane - Perth,456,639.2224449,,,,,,,,
2011,12,201112,Brisbane,Proserpine,Brisbane - Proserpine,378,529.8817635,,,,,,,,
2011,12,201112,Brisbane,Rockhampton,Brisbane - Rockhampton,170,238.3066132,,,,,,,,
2011,12,201112,Brisbane,Sydney,Brisbane - Sydney,248,347.6472946,,,,,,,,
2011,12,201112,Brisbane,Townsville,Brisbane - Townsville,278,389.7014028,,,,,,,,
2011,12,201112,Brisbane,Newcastle,Brisbane - Newcastle,158,221.4849699,,,,,,,,
2011,12,201112,Broome,Perth,Broome - Perth,548,768.1883768,,,,,,,,
2011,12,201112,Bundaberg,Brisbane,Bundaberg - Brisbane,209,292.9769539,,,,,,,,
2011,12,201112,Cairns,Melbourne,Cairns - Melbourne,568,796.2244489,,,,,,,,
2011,12,201112,Cairns,Sydney,Cairns - Sydney,564,790.6172345,,,,,,,,
2011,12,201112,Cairns,Townsville,Cairns - Townsville,198,277.5571142,,,,,,,,
2011,12,201112,Canberra,Melbourne,Canberra - Melbourne,228,319.6112224,,,,,,,,
2011,12,201112,Canberra,Sydney,Canberra - Sydney,198,277.5571142,,,,,,,,
2011,12,201112,Coffs Harbour,Sydney,Coffs Harbour - Sydney,290,406.5230461,,,,,,,,
2011,12,201112,Darwin,Melbourne,Darwin - Melbourne,383,536.8907816,,,,,,,,
2011,12,201112,Darwin,Perth,Darwin - Perth,396,555.1142285,,,,,,,,
2011,12,201112,Darwin,Sydney,Darwin - Sydney,528,740.1523046,,,,,,,,
2011,12,201112,Devonport,Melbourne,Devonport - Melbourne,240,336.4328657,,,,,,,,
2011,12,201112,Dubbo,Sydney,Dubbo - Sydney,265.8,372.5993988,,,,,,,,
2011,12,201112,Geraldton,Perth,Geraldton - Perth,266.62,373.7488778,,,,,,,,
2011,12,201112,Gold Coast,Sydney,Gold Coast - Sydney,178,249.5210421,,,,,,,,
2011,12,201112,Hamilton Island,Sydney,Hamilton Island - Sydney,723,1013.504008,,,,,,,,
2011,12,201112,Hobart,Melbourne,Hobart - Melbourne,268,375.6833667,,,,,,,,
2011,12,201112,Hobart,Sydney,Hobart - Sydney,308,431.755511,,,,,,,,
2011,12,201112,Kalgoorlie,Perth,Kalgoorlie - Perth,424.15,594.575,,,,,,,,
2011,12,201112,Karratha,Perth,Karratha - Perth,458,642.0260521,,,,,,,,
2011,12,201112,Launceston,Melbourne,Launceston - Melbourne,228,319.6112224,,,,,,,,
2011,12,201112,Launceston,Sydney,Launceston - Sydney,428,599.9719439,,,,,,,,
2011,12,201112,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,378,529.8817635,,,,,,,,
2011,12,201112,Sunshine Coast,Sydney,Sunshine Coast - Sydney,288,403.7194389,,,,,,,,
2011,12,201112,Melbourne,Gold Coast,Melbourne - Gold Coast,259.9,364.3287575,,,,,,,,
2011,12,201112,Melbourne,Mildura,Melbourne - Mildura,225.1,315.545992,,,,,,,,
2011,12,201112,Melbourne,Perth,Melbourne - Perth,459.9,644.689479,,,,,,,,
2011,12,201112,Melbourne,Sydney,Melbourne - Sydney,249.9,350.3107214,,,,,,,,
2011,12,201112,Melbourne,Newcastle,Melbourne - Newcastle,168,235.503006,,,,,,,,
2011,12,201112,Paraburdoo,Perth,Paraburdoo - Perth,669,937.8066132,,,,,,,,
2011,12,201112,Perth,Newman,Perth - Newman,458,642.0260521,,,,,,,,
2011,12,201112,Perth,Port Hedland,Perth - Port Hedland,456,639.2224449,,,,,,,,
2011,12,201112,Perth,Sydney,Perth - Sydney,578,810.242485,,,,,,,,
2011,12,201112,Port Macquarie,Sydney,Port Macquarie - Sydney,231,323.8166333,,,,,,,,
2011,12,201112,Sydney,Tamworth,Sydney - Tamworth,198,277.5571142,,,,,,,,
2011,12,201112,Sydney,Townsville,Sydney - Townsville,318,445.7735471,,,,,,,,
2011,12,201112,Sydney,Wagga Wagga,Sydney - Wagga Wagga,213.91,299.8598096,,,,,,,,
2011,12,201112,Newcastle,Gold Coast,Newcastle - Gold Coast,398,557.9178357,,,,,,,,
2012,1,201201,Adelaide,Alice Springs,Adelaide - Alice Springs,328,459.3313313,,,,,,,,
2012,1,201201,Adelaide,Brisbane,Adelaide - Brisbane,268,375.3073073,,,,,,,,
2012,1,201201,Adelaide,Canberra,Adelaide - Canberra,344,481.7377377,,,,,,,,
2012,1,201201,Adelaide,Darwin,Adelaide - Darwin,298,417.3193193,,,,,,,,
